Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep
2023-02-16,Alice,South,112.05,49,Furniture,106.93,660.7147612453771,New,0.22,Cash,Retail,West-Eve
2023-12-25,Charlie,South,202.99,49,Clothing,2639.41,806.9881234617469,Returning,0.0,Bank Transfer,Retail,South-Alice
2023-01-01,Charlie,West,112.71,5,Clothing,4987.55,2418.3255624906183,New,0.0,Cash,Retail,West-Eve
2023-12-26,Alice,North,111.23,49,Furniture,66.43,5430.67329246238,New,0.0,Credit Card,Retail,East-Eve
2023-02-01,Alice,North,6377.02,49,Food,4679.76,328.04118734020324,New,0.0,Bank Transfer,Retail,East-David
2023-01-18,Charlie,East,186.0,48,Clothing,4995.24,628.0133716712756,New,0.3,Bank Transfer,Retail,East-Bob
2023-12-31,Bob,South,119.89,49,Clothing,2189.53,641.6648389916386,New,0.04,Credit Card,Retail,West-David
2023-01-01,Charlie,East,382.8,8,Clothing,77.84,5394.480948647496,New,0.0,Cash,Online,East-Eve
2023-01-01,Alice,North,9988.68,8,Clothing,74.5,5183.780988040658,New,0.0,Cash,Retail,North-Charlie
2023-12-21,Eve,South,911.44,47,Electronics,65.06,5403.923766902424,Returning,0.14,Cash,Retail,East-Eve
2023-03-17,Alice,East,108.78,25,Electronics,67.99,5363.018219930504,New,0.01,Credit Card,Retail,East-David
2023-12-26,Bob,East,120.43,49,Clothing,930.28,169.81482231142195,New,0.08,Credit Card,Online,South-David
2023-01-03,Alice,East,1322.44,46,Furniture,4994.92,896.2672329926852,New,0.24,Bank Transfer,Retail,West-David
2023-01-01,Bob,East,9933.86,36,Clothing,2611.29,172.57966727523583,Returning,0.0,Cash,Retail,West-Alice
2023-04-15,Alice,East,191.06,25,Clothing,4949.31,444.20326421627067,New,0.0,Cash,Retail,North-Bob
2023-02-13,Eve,East,112.43,36,Furniture,1941.5,5349.072530215164,Returning,0.01,Bank Transfer,Retail,East-Charlie
2023-01-01,Bob,East,122.27,47,Electronics,4974.13,5441.689594317166,New,0.06,Bank Transfer,Retail,North-Eve
2023-01-12,Bob,East,5440.06,47,Clothing,60.3,5376.062537756252,New,0.0,Cash,Retail,West-David
2023-03-11,Alice,West,6247.93,49,Furniture,82.52,5386.789451418681,New,0.0,Credit Card,Retail,West-Eve
2023-01-01,Charlie,South,1074.75,2,Furniture,1177.44,660.3360502521577,New,0.02,Bank Transfer,Online,East-Charlie
2023-01-01,Alice,South,126.89,48,Clothing,4995.3,295.339676457255,New,0.01,Bank Transfer,Retail,South-Eve
2023-01-04,Charlie,North,128.4,49,Clothing,4984.21,728.7763011766972,Returning,0.02,Bank Transfer,Retail,East-Eve
2023-01-01,David,West,179.91,37,Furniture,4992.43,683.2113462445009,New,0.05,Bank Transfer,Retail,East-Bob
2023-12-27,Bob,South,5253.4,47,Food,4201.39,5424.7777844477805,Returning,0.0,Cash,Retail,South-Alice
2023-12-28,Alice,East,120.29,49,Clothing,4995.21,178.73235849450944,New,0.01,Bank Transfer,Online,South-Alice
2023-02-18,Charlie,South,113.16,47,Clothing,4901.54,701.3062263946324,New,0.01,Cash,Retail,South-David
