Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep
2024-01-01,Alice,North,1636.54,5,Clothing,1847.17,4980.6801532857435,New,0.0,Credit Card,Online,North-Bob
2024-01-01,Eve,West,100.12,29,Electronics,2942.79,2787.8919142959267,Returning,0.0,Credit Card,Retail,East-Charlie
2023-11-03,Bob,West,6113.7,5,Electronics,4995.3,5442.15,New,0.0,Bank Transfer,Retail,West-Bob
2023-01-01,Bob,East,3987.58,16,Electronics,4995.3,3531.2940922723237,Returning,0.0,Credit Card,Online,North-Charlie
2023-01-01,Eve,West,4677.73,47,Furniture,2715.46,5442.15,New,0.29,Cash,Retail,West-Eve
2023-11-14,Charlie,South,100.12,29,Electronics,3103.01,1157.1340607108784,Returning,0.08,Cash,Online,North-Eve
2024-01-01,David,West,100.12,31,Clothing,4995.3,4790.577943533483,Returning,0.02,Bank Transfer,Retail,East-Alice
2023-09-28,David,North,100.12,1,Electronics,3661.29,5442.15,Returning,0.0,Credit Card,Retail,North-Alice
2023-05-24,David,West,9989.04,27,Furniture,4995.3,4427.523662309336,Returning,0.0,Bank Transfer,Online,East-Bob
2023-03-09,Bob,North,4070.22,1,Electronics,3484.69,5442.15,Returning,0.0,Credit Card,Online,South-David
2023-01-01,Eve,West,100.12,44,Electronics,4995.3,4452.354878702374,Returning,0.3,Credit Card,Online,West-Bob
2023-05-18,Alice,North,4707.62,30,Electronics,1533.58,3291.8178326938923,New,0.25,Credit Card,Online,South-David
